序号,原句,原句翻译,insert变异,insert变异翻译,insert变异翻译去括号,原句翻译去括号,请问这组插入变异是否存在句子翻译(去除括号后)不一致的错误
72,"(1) Any person who sends by, or, not being the owner or master of the vessel, carries in, any ship any dangerous goods without-",(c) 凡任何人在根据本条例第14条发出的指示下，在船舶上载有危险货物，或在该等指示下，该等指示是属有效，并不影响该人在该等指示下的行事。,"(1) Any person who sends by, or, not being the owner or master of the vessel, carries in, any ship any dangerous goods (substances, natural or man-made, which are intrinsically dangerous or otherwise pose a safety hazard. Examples include explosives, poisons, and corrosives) without-",（1）任何人在船舶上运送或并非船舶所有人或船长而携带任何危险货物（天然或人造的、本质上危险或造成安全隐患的物质，例如爆炸物、毒药和腐蚀剂），但未经下列程序：,任何人在船舶上运送或并非船舶所有人或船长而携带任何危险货物，但未经下列程序：, 凡任何人在根据本条例第14条发出的指示下，在船舶上载有危险货物，或在该等指示下，该等指示是属有效，并不影响该人在该等指示下的行事。
73,"In sections 67B and 67C, ""discretionary life sentence"" (酌情性终身监禁刑罚) has the same meaning as in the Long-term Prison Sentences Review Ordinance (Cap 524).","In sections 67B and 67C, ""discretionary life sentence"" (酌情性终身监禁刑罚) has the same meaning as in the Long-term Prison Sentences Review Ordinance (Cap 524).","In sections 67B and 67C, ""discretionary life sentence (a sentence of imprisonment for the rest of the defendant's life)"" (酌情性终身监禁刑罚) has the same meaning as in the Long-term Prison Sentences Review Ordinance (Cap 524).",第67B及67C条中的“酌情终身监禁刑罚”（discretionary life sentence (a sentence of prisoner remaining lifetime)）与《长期监禁刑罚复核条例》（第524章）中“酌情终身监禁刑罚”的含义相同。,第67B及67C条中的“酌情终身监禁刑罚”与《长期监禁刑罚复核条例》中“酌情终身监禁刑罚”的含义相同。,"In sections 67B and 67C, ""discretionary life sentence"" has the same meaning as in the Long-term Prison Sentences Review Ordinance."
74,"Neither Lawspirit, nor its affiliates, subsidiaries nor the Licensors will have any liability for any claim based upon or arising out of the combination, operation or use of the Products with (a) any Microsoft or other third party software programs,",对于因产品与 (a) 任何 Microsoft 或其他第三方软件程序、,"Neither Lawspirit, nor its affiliates, subsidiaries nor the Licensors will have any liability for any claim based upon or arising out of the combination, operation or use of the Products with (a) any Microsoft or other third party (someone not directly involved in a transaction; an entity beyond the seller (first party) and customer (second party)) software programs,",对于因与 (a) 任何 Microsoft 或其他第三方（未直接参与产品组合、操作或使用产品而产生的任何索赔），Lawspirit 及其附属公司、子公司或许可方均不承担任何责任。交易；卖方（第一方）和客户（第二方））软件程序之外的实体，,对于因与 任何 Microsoft 或其他第三方，Lawspirit 及其附属公司、子公司或许可方均不承担任何责任。交易；卖方和客户软件程序之外的实体，,对于因产品与 任何 Microsoft 或其他第三方软件程序、
75,"(1) For the management of the fund, there shall be established a committee to be known as the Social Work Training Fund Committee which shall consist of-",(1) 为管理基金，现设立一个名为社会工作培训基金委员会的委员会，该委员会的成员包括 ——,"(1) For the management of the fund, there shall be established a committee to be known as the Social Work (any of several professions concerned with providing social services to members of the community) Training Fund Committee which shall consist of-",(b) 任何政府或团体如根据本条例第14A条获委任为训练基金的执行人，则可就该项训练基金的执行事宜，向该项训练基金的执行人发出指示，指示该项训练基金的执行人是该会的一名成员。, 任何政府或团体如根据本条例第14A条获委任为训练基金的执行人，则可就该项训练基金的执行事宜，向该项训练基金的执行人发出指示，指示该项训练基金的执行人是该会的一名成员。, 为管理基金，现设立一个名为社会工作培训基金委员会的委员会，该委员会的成员包括 ——
76,"He said they worked well in Eastern Europe, where governments have kept records of land ownership.",他说，这种方法在东欧很有效，因为那里的政府都保存着土地所有权的记录。,"He said they worked well in Eastern Europe (a socio-politic geographical area of eastern Europe usually including the European countries to the east of Germany, Austria and Italy, and to the west of the Urals. However, a less common definition of the region excludes the Czech Republic, Hungary, Poland, Slovakia, the Baltic states and some parts of the Balkans - placing them in Central Europe instead), where governments have kept records of land ownership.",他说，这些制度在东欧（东欧的一个社会政治地理区域，通常包括德国、奥地利和意大利东部以及乌拉尔山脉西部的欧洲国家）运行良好。然而，对该地区的一个不太常见的定义不包括捷克共和国、匈牙利、波兰、斯洛伐克、波罗的海国家和巴尔干半岛的部分地区——而是将它们置于中欧），这些地区的政府都保留着土地所有权的记录。,他说，这些制度在东欧运行良好。然而，对该地区的一个不太常见的定义不包括捷克共和国、匈牙利、波兰、斯洛伐克、波罗的海国家和巴尔干半岛的部分地区——而是将它们置于中欧，这些地区的政府都保留着土地所有权的记录。,他说，这种方法在东欧很有效，因为那里的政府都保存着土地所有权的记录。
77,the commitment of a patient to a mental hospital,病人对精神病院的承诺,"the commitment of a patient to a mental hospital (a hospital facility designed to treat persons with serious mental disorders, as opposed to disorders of the body)",将病人送往精神病院（一种专门治疗严重精神障碍患者而非身体疾病患者的医院设施）,将病人送往精神病院,病人对精神病院的承诺
78,"""licensed trader"" (持牌买卖商) means a licensed leveraged foreign exchange trader for the purposes of the Ordinance;","""licensed trader"" (持牌买卖商) means a licensed leveraged foreign exchange trader for the purposes of the Ordinance;","""licensed trader"" (持牌买卖商) means a licensed leveraged foreign exchange (foreign currency) trader for the purposes of the Ordinance;",“持牌买卖商”(licensed trader) 指就本条例而言获发牌照的杠杆式外汇(外币)交易商；,“持牌买卖商” 指就本条例而言获发牌照的杠杆式外汇交易商；,"""licensed trader"" means a licensed leveraged foreign exchange trader for the purposes of the Ordinance;"
79,"The patient dies, or the patient's immune system fights off the invader.",病人死亡，或者病人的免疫系统击退了入侵者。,"The patient dies, or the patient's immune system (the system that differentiates self from non-self and protects the body from foreign substances and pathogenic organisms by producing an immune response, it includes organs such as the thymus, the spleen and lymph nodes; tissue such as bone marrow, and lymphoid tissues such as the tonsils; cells such as lymphocytes including the B cells and T cells, and cell products such as antibodies) fights off the invader.",病人死亡，或病人的免疫系统（区分自我与非自我，并通过产生免疫反应保护身体免受外来物质和病原生物侵害的系统，包括胸腺、脾脏和淋巴结等器官；组织例如骨髓和淋巴组织（例如扁桃体）；细胞（例如淋巴细胞（包括 B 细胞和 T 细胞）以及细胞产物（例如抗体））抵抗入侵者。,病人死亡，或病人的免疫系统区分自我与非自我，并通过产生免疫反应保护身体免受外来物质和病原生物侵害的系统，包括胸腺、脾脏和淋巴结等器官；组织例如骨髓和淋巴组织；细胞抵抗入侵者。,病人死亡，或者病人的免疫系统击退了入侵者。
80,STUDIES ON SPACE DISTRIBUTION MODEL AND POPULATION DENSITY ESTIMATION OF BATOCERA HORSFIEDI HOPE,马斑天牛空间分布模型及种群密度估算研究,"STUDIES ON SPACE DISTRIBUTION MODEL AND POPULATION DENSITY (average population per unit area; especially, the average number of people who live per square kilometer (or square mile) of land) ESTIMATION OF BATOCERA HORSFIEDI HOPE",空间分布模型和人口密度（单位面积平均人口；特别是每平方公里（或平方英里）土地上居住的平均人数）的研究 BATOCERA HORSFIEDI HOPE 的估计,空间分布模型和人口密度的研究 BATOCERA HORSFIEDI HOPE 的估计,马斑天牛空间分布模型及种群密度估算研究
81,Au Tau Raw Water and Fresh Water Pumping Station,凹头原水及食水抽水站,"Au Tau Raw Water and Fresh Water (water with a very low content of dissolved salt, as opposed to brackish water or salt water) Pumping Station",Au Tau 原水和淡水（溶解盐含量极低的水，与苦咸水或咸水不同） 泵站,Au Tau 原水和淡水 泵站,凹头原水及食水抽水站
82,"""ballot paper account"" (选票结算表) means a statement prepared under section 64;","""ballot paper account"" (选票结算表) means a statement prepared under section 64;","""ballot paper (a voting form; the paper upon which a vote is cast during a ballot) account"" (选票结算表) means a statement prepared under section 64;",“选票结算表”（ballot paper (casting form; the paper that the voter was not based on the case of the voter) table）是指根据第64条制备的报表；,“选票结算表”是指根据第64条制备的报表；,"""ballot paper account"" means a statement prepared under section 64;"
83,"On every goods vehicle and special purpose vehicle the exhaust pipe shall be so fitted or shielded, and maintained that-",(c) 在第(2)款和(3)款的规定下，排气管的安装和维护不得超过规定时间。,"On every goods vehicle and special purpose vehicle the exhaust pipe (for internal combustion engines, the pipe that vents waste gases from the engine) shall be so fitted or shielded, and maintained that-",每辆货车及特别用途车辆的排气管(就内燃机而言，指排出引擎废气的管子)须如此装配或遮蔽及保养：,每辆货车及特别用途车辆的排气管须如此装配或遮蔽及保养：, 在第款和款的规定下，排气管的安装和维护不得超过规定时间。
84,A construction of Non-Cartesian Authentication Codes from Vector Space over Finite Fields,有限域上向量空间非笛卡尔认证码的构造,"A construction of Non-Cartesian Authentication Codes from Vector Space (a set of elements called vectors, together with some field and operations called addition (mapping two vectors to a vector) and scalar multiplication (mapping a vector and an element in the field to a vector), satisfying a list of constraints) over Finite Fields",从向量空间（称为向量的一组元素，以及称为加法（将两个向量映射到一个向量）和标量乘法（将向量和字段中的元素映射到一个向量）的一些字段和操作一起构造非笛卡尔认证码矢量），满足有限域上的约束列表）,从向量空间，满足有限域上的约束列表,有限域上向量空间非笛卡尔认证码的构造
85,To provide for the incorporation of the Procurator in the Colony for the Dominican Missions in the Far East.,本条例的条文规定，在任何情况下，在任何情况下，在任何情况下，在任何情况下，在任何情况下，都必须遵守法律的规定。,"To provide for the incorporation of the Procurator in the Colony for the Dominican Missions in the Far East (East Asia (Korea, Japan, China, the Russian Far East, etc.) and Southeast Asia, taken as a whole).",本条例旨在为道明会远东传教团（东亚（韩国、日本、中国、俄罗斯远东地区等）及东南亚地区）在殖民地设立总督一事订立条文。,本条例旨在为道明会远东传教团在殖民地设立总督一事订立条文。,本条例的条文规定，在任何情况下，在任何情况下，在任何情况下，在任何情况下，在任何情况下，都必须遵守法律的规定。
86,Days of fresh air in the rain and the sun,风雨无阻、阳光灿烂的日子,"Days of fresh air (the natural, clean air from outside, as opposed to the relatively stuffy air inside) in the rain and the sun",在雨天和阳光下享受新鲜空气（来自室外的自然、清洁的空气，而不是室内相对闷热的空气）的日子,在雨天和阳光下享受新鲜空气的日子,风雨无阻、阳光灿烂的日子
87,"(b) in subsection (5) (a), the expression ""appropriate medical certificate"" (适当的医生证明书) means-","(b) in subsection (5) (a), the expression ""appropriate medical certificate"" (适当的医生证明书) means-","(b) in subsection (5) (a), the expression ""appropriate medical certificate (a statement from a physician or other health care provider that attests to the result of a medical examination of a patient)"" (适当的医生证明书) means-",（b）在第（5）（a）款中，“适当的医生证明书（由医生或其他医疗服务提供者出具的证明病人体检结果的声明）”（appropriate medical certificate (a statement from a doctor or other health care provider that proves the result of medical examining of apatient)）是指：,在第款中，“适当的医生证明书”是指：," in subsection, the expression ""appropriate medical certificate"" means-"
88,Analyzed in 6patients with lymph node tuberculosis in a clinical review,临床回顾中对 6 例淋巴结结核患者进行了分析,"Analyzed in 6patients with lymph node (each of the small oval bodies of the lymphatic system, distributed along the lymphatic vessels, that are clustered in the armpits, groin, neck, chest and abdomen, they act as filters, with an internal honeycomb of connective tissue filled with lymphocytes and macrophages that collect and destroy bacteria, viruses and foreign matter from lymph, when the body is fighting an infection, these lymphocytes multiply rapidly and produce a characteristic swelling of the lymph nodes) tuberculosis in a clinical review",对6名淋巴结患者进行了分析（淋巴系统的每个小椭圆形体，沿着淋巴管分布，聚集在腋窝、腹股沟、颈部、胸部和腹部，它们起到过滤器的作用，内部有蜂窝状的结缔组织）充满淋巴细胞和巨噬细胞的组织，可以收集并消灭淋巴液中的细菌、病毒和异物，当身体抵抗感染时，这些淋巴细胞会迅速繁殖并产生特征性的淋巴结肿胀）临床综述中的结核病,对6名淋巴结患者进行了分析充满淋巴细胞和巨噬细胞的组织，可以收集并消灭淋巴液中的细菌、病毒和异物，当身体抵抗感染时，这些淋巴细胞会迅速繁殖并产生特征性的淋巴结肿胀临床综述中的结核病,临床回顾中对 6 例淋巴结结核患者进行了分析
89,(3) In addition to the requirements of subregulation (1) there shall be provided in any such space containing internal combustion type machinery-,(3) 除第(1)款的要求外，在任何装有内燃型机械的处所内还须设置——,"(3) In addition to the requirements of subregulation (1) there shall be provided in any such space containing internal combustion (the process where fuel is burned within an engine such as a diesel engine, producing power directly as opposed to externally such as in a steam engine) type machinery-",(2) 任何该等舱室均须设有供油舱、货舱或货柜的舱室，而该等舱室须设有供油舱、货舱或货柜的舱室。, 任何该等舱室均须设有供油舱、货舱或货柜的舱室，而该等舱室须设有供油舱、货舱或货柜的舱室。, 除第款的要求外，在任何装有内燃型机械的处所内还须设置——
90,Report on the Supply and Demand in Accommodations for Small Households,小户型住宿供需报告,"Report on the Supply and Demand (a capitalistic model of price determination in a market, according to which, holding all else equal in a competitive market, the unit price for a particular good will eventually settle at a point where the quantity demanded will equal the quantity supplied (at the current price)) in Accommodations for Small Households",供需报告（市场价格决定的资本主义模型，根据该模型，在竞争性市场中其他条件相同的情况下，特定商品的单价最终将稳定在需求量等于需求量的点上小户型住宿的供应数量（按当前价格）,供需报告市场价格决定的资本主义模型，根据该模型，在竞争性市场中其他条件相同的情况下，特定商品的单价最终将稳定在需求量等于需求量的点上小户型住宿的供应数量,小户型住宿供需报告
91,"The Normal Bar is the brainchild of entrepreneur Chrisanna Northrupp and is co-authored by academics Professor Pepper Schwartz, sociologist at the University of Washington, and Professor James Schwartz, Director of the Centre for Social Science Research at George Mason University in Virginia.",《普通律师》是企业家克里斯安娜·诺斯鲁普 (Chrisanna Northrupp) 的创意，由华盛顿大学社会学家佩珀·施瓦茨 (Pepper Schwartz) 教授和弗吉尼亚州乔治梅森大学社会科学研究中心主任詹姆斯·施瓦茨 (James Schwartz) 教授共同撰写。,"The Normal Bar is the brainchild of entrepreneur Chrisanna Northrupp and is co-authored by academics Professor Pepper Schwartz, sociologist at the University of Washington, and Professor James Schwartz, Director of the Centre for Social Science (a branch of science that studies the society and human behavior in it, including anthropology, communication studies, criminology, economics, geography, history, political science, psychology, social studies, and sociology) Research at George Mason University in Virginia.",《Normal Bar》是企业家克里斯安娜·诺斯鲁普 (Chrisanna Northrupp) 的心血结晶，由华盛顿大学社会学家佩珀·施瓦茨 (Pepper Schwartz) 教授和弗吉尼亚州乔治梅森大学社会科学研究中心（研究社会及其人类行为的科学分支，包括人类学、传播学、犯罪学、经济学、地理学、历史学、政治学、心理学、社会研究和社会学）主任詹姆斯·施瓦茨 (James Schwartz) 教授共同撰写。,《Normal Bar》是企业家克里斯安娜·诺斯鲁普 的心血结晶，由华盛顿大学社会学家佩珀·施瓦茨 教授和弗吉尼亚州乔治梅森大学社会科学研究中心主任詹姆斯·施瓦茨 教授共同撰写。,《普通律师》是企业家克里斯安娜·诺斯鲁普 的创意，由华盛顿大学社会学家佩珀·施瓦茨 教授和弗吉尼亚州乔治梅森大学社会科学研究中心主任詹姆斯·施瓦茨 教授共同撰写。
92,Moulding materials for windows of unplasticized polyvinyl chloride — Part 2: Quality specification,未增塑聚氯乙烯窗用模塑料 第 2 部分：质量规范,"Moulding materials for windows of unplasticized polyvinyl chloride (a thermoplastic resin produced by the polymerization of vinyl chloride; used as an electrical insulator and in many other applications. Can be compounded into flexible and rigid forms through the use of plasticizers, stabilizers, fillers and other modifiers) — Part 2: Quality specification",未塑化聚氯乙烯（一种由氯乙烯聚合产生的热塑性树脂；用作电绝缘体和许多其他应用）窗户的成型材料。可以通过使用增塑剂、稳定剂、填料和其他材料复合成柔性和刚性形式修饰符）——第 2 部分：质量规范,未塑化聚氯乙烯窗户的成型材料。可以通过使用增塑剂、稳定剂、填料和其他材料复合成柔性和刚性形式修饰符——第 2 部分：质量规范,未增塑聚氯乙烯窗用模塑料 第 2 部分：质量规范
93,A Primary Inquiry into the Application of BSC (Balance Score Card) in the Effective Management of Local Government,平衡计分卡在地方政府有效管理中的应用初探,"A Primary Inquiry into the Application of BSC (Balance Score Card) in the Effective Management of Local Government (any form of government whose remit covers an area less than that of the nation and, in some cases, less than that of a state)",BSC（平衡计分卡）在地方政府（职权范围小于国家、在某些情况下小于州）有效管理中应用的初步探讨,BSC在地方政府有效管理中应用的初步探讨,平衡计分卡在地方政府有效管理中的应用初探
94,"(2) Save with the permission of the Court of First Instance, an appellant shall not be entitled at the hearing of the appeal to rely on any ground of appeal not specified in the application for leave to appeal. (L.N. 215 of 1982)",(2) 除非获得原讼法庭许可，否则上诉人无权在上诉聆讯中依赖上诉许可申请中未指明的任何上诉理由。 (1982年第215号法律公告),"(2) Save with the permission of the Court of First Instance (a court of law where legal proceedings are first heard), an appellant shall not be entitled at the hearing of the appeal to rely on any ground of appeal not specified in the application for leave to appeal. (L.N. 215 of 1982)",(1) 上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，而上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉。(1982年第215号法律公告), 上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，而上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉，但上诉人可就上诉许可申请书所指明的上诉理由，提出上诉。, 除非获得原讼法庭许可，否则上诉人无权在上诉聆讯中依赖上诉许可申请中未指明的任何上诉理由。
95,"However, 40 percent of Cape Verde's tax revenues come from its customs, a situation which will have to change due to the company's membership of the WTO.",佛得角总统拉加德表示，佛得角政府希望通过扩大其在国际贸易中的份额，以减少贸易壁垒。,"However, 40 percent of Cape Verde (archipelago in West Africa)'s tax revenues come from its customs, a situation which will have to change due to the company's membership of the WTO.",佛得角电力公司总裁兼首席执行官阿卜杜拉•阿卜杜拉说：“佛得角是西非的一个群岛国家，该国40%的税收来自海关，随着佛得角加入世贸组织，这一状况将发生改变。,佛得角电力公司总裁兼首席执行官阿卜杜拉•阿卜杜拉说：“佛得角是西非的一个群岛国家，该国40%的税收来自海关，随着佛得角加入世贸组织，这一状况将发生改变。,佛得角总统拉加德表示，佛得角政府希望通过扩大其在国际贸易中的份额，以减少贸易壁垒。
96,"Ronald Coase get the Nobel Prize in 1991 because of the article <<nature of firm>>, after then, enterprise research of corporate governance have become more and more.",罗纳德·科斯因文章《<nature of firm> &gt;此后，企业公司治理的研究也越来越多。,"Ronald Coase get the Nobel Prize (any of the international prizes awarded annually by the Nobel Foundation for outstanding achievements in the fields of physics, chemistry, physiology or medicine, literature and for the promotion of world peace; or the prize in economics awarded by the Swedish National Bank, in memorial of Alfred Nobel) in 1991 because of the article <<nature of firm>>, after then, enterprise research of corporate governance have become more and more.",罗纳德·科斯于1991年因发表文章《科学与技术：从零开始的经济学》而获得诺贝尔奖（诺贝尔基金会每年颁发的国际性奖项，以表彰在物理学、化学、生理学或医学、文学以及促进世界和平等领域的杰出成就；或瑞典国家银行为纪念阿尔弗雷德·诺贝尔而颁发的经济学奖）。<nature of firm> &gt;此后，企业公司治理的研究也越来越多。,罗纳德·科斯于1991年因发表文章《科学与技术：从零开始的经济学》而获得诺贝尔奖。<nature of firm> &gt;此后，企业公司治理的研究也越来越多。,罗纳德·科斯因文章《<nature of firm> &gt;此后，企业公司治理的研究也越来越多。
97,"(1) Whenever a company limited by shares or a company limited by guarantee and having a share capital makes any allotment of its shares, the company shall within 8 weeks thereafter deliver to the Registrar for registration-",(c) 凡任何公司根据第(1)款获授任何权力，而该等权力乃根据第(1)款获授的权力而厘定，则该公司可在该权力下，就该等权力而将该等权力转授予任何该等公司。,"(1) Whenever a company limited by shares or a company limited by guarantee and having a share capital (the part of a company's capital that is financed by shareholders through the issue of shares) makes any allotment of its shares, the company shall within 8 weeks thereafter deliver to the Registrar for registration-",(3) 任何股份公司或任何拥有股本的担保有限公司，其股份须在分配该等股份后8个星期内，送交注册官登记。, 任何股份公司或任何拥有股本的担保有限公司，其股份须在分配该等股份后8个星期内，送交注册官登记。, 凡任何公司根据第款获授任何权力，而该等权力乃根据第款获授的权力而厘定，则该公司可在该权力下，就该等权力而将该等权力转授予任何该等公司。
98,Asia and Eastern Europe are the two regions with the most positive FDI prospects.,亚洲和东欧是 FDI 前景最乐观的两个地区。,"Asia and Eastern Europe (a socio-politic geographical area of eastern Europe usually including the European countries to the east of Germany, Austria and Italy, and to the west of the Urals. However, a less common definition of the region excludes the Czech Republic, Hungary, Poland, Slovakia, the Baltic states and some parts of the Balkans - placing them in Central Europe instead) are the two regions with the most positive FDI prospects.",亚洲和东欧（东欧的社会政治地理区域，通常包括德国、奥地利和意大利以东以及乌拉尔山脉以西的欧洲国家。但是，对该地区的不太常见的定义不包括捷克共和国匈牙利、波兰、斯洛伐克、波罗的海国家和巴尔干半岛的部分地区（将它们置于中欧）是 FDI 前景最乐观的两个地区。,亚洲和东欧东欧的社会政治地理区域，通常包括德国、奥地利和意大利以东以及乌拉尔山脉以西的欧洲国家。但是，对该地区的不太常见的定义不包括捷克共和国匈牙利、波兰、斯洛伐克、波罗的海国家和巴尔干半岛的部分地区是 FDI 前景最乐观的两个地区。,亚洲和东欧是 FDI 前景最乐观的两个地区。
99,"(1) Any police officer, or any officer of the Agriculture and Fisheries Department authorized in writing for the purposes of this section by the Director, may-",(3) 凡在根据第(2)款发出的通知书内，有人违反第(1)款的规定，可处第1级罚款及监禁6个月。,"(1) Any police officer (a peace officer who is a member of a police force), or any officer of the Agriculture and Fisheries Department authorized in writing for the purposes of this section by the Director, may-",(1) 任何警务人员(属于警队成员的治安官)或任何经署长就本条的目的而以书面授权的农业及渔业部人员，均可─, 任何警务人员或任何经署长就本条的目的而以书面授权的农业及渔业部人员，均可─, 凡在根据第款发出的通知书内，有人违反第款的规定，可处第1级罚款及监禁6个月。
